"","B.cell_TIMER","T.cell.CD4._TIMER","T.cell.CD8._TIMER","Neutrophil_TIMER","Macrophage_TIMER","Myeloid.dendritic.cell_TIMER","B.cell.naive_CIBERSORT","B.cell.memory_CIBERSORT","B.cell.plasma_CIBERSORT","T.cell.CD8._CIBERSORT","T.cell.CD4..naive_CIBERSORT","T.cell.CD4..memory.resting_CIBERSORT","T.cell.CD4..memory.activated_CIBERSORT","T.cell.follicular.helper_CIBERSORT","T.cell.regulatory..Tregs._CIBERSORT","T.cell.gamma.delta_CIBERSORT","NK.cell.resting_CIBERSORT","NK.cell.activated_CIBERSORT","Monocyte_CIBERSORT","Macrophage.M0_CIBERSORT","Macrophage.M1_CIBERSORT","Macrophage.M2_CIBERSORT","Myeloid.dendritic.cell.resting_CIBERSORT","Myeloid.dendritic.cell.activated_CIBERSORT","Mast.cell.activated_CIBERSORT","Mast.cell.resting_CIBERSORT","Eosinophil_CIBERSORT","Neutrophil_CIBERSORT","B.cell.naive_CIBERSORT.ABS","B.cell.memory_CIBERSORT.ABS","B.cell.plasma_CIBERSORT.ABS","T.cell.CD8._CIBERSORT.ABS","T.cell.CD4..naive_CIBERSORT.ABS","T.cell.CD4..memory.resting_CIBERSORT.ABS","T.cell.CD4..memory.activated_CIBERSORT.ABS","T.cell.follicular.helper_CIBERSORT.ABS","T.cell.regulatory..Tregs._CIBERSORT.ABS","T.cell.gamma.delta_CIBERSORT.ABS","NK.cell.resting_CIBERSORT.ABS","NK.cell.activated_CIBERSORT.ABS","Monocyte_CIBERSORT.ABS","Macrophage.M0_CIBERSORT.ABS","Macrophage.M1_CIBERSORT.ABS","Macrophage.M2_CIBERSORT.ABS","Myeloid.dendritic.cell.resting_CIBERSORT.ABS","Myeloid.dendritic.cell.activated_CIBERSORT.ABS","Mast.cell.activated_CIBERSORT.ABS","Mast.cell.resting_CIBERSORT.ABS","Eosinophil_CIBERSORT.ABS","Neutrophil_CIBERSORT.ABS","B.cell_QUANTISEQ","Macrophage.M1_QUANTISEQ","Macrophage.M2_QUANTISEQ","Monocyte_QUANTISEQ","Neutrophil_QUANTISEQ","NK.cell_QUANTISEQ","T.cell.CD4...non.regulatory._QUANTISEQ","T.cell.CD8._QUANTISEQ","T.cell.regulatory..Tregs._QUANTISEQ","Myeloid.dendritic.cell_QUANTISEQ","uncharacterized.cell_QUANTISEQ","Myeloid.dendritic.cell.activated_XCELL","B.cell_XCELL","T.cell.CD4..memory_XCELL","T.cell.CD4..naive_XCELL","T.cell.CD4...non.regulatory._XCELL","T.cell.CD4..central.memory_XCELL","T.cell.CD4..effector.memory_XCELL","T.cell.CD8..naive_XCELL","T.cell.CD8._XCELL","T.cell.CD8..central.memory_XCELL","T.cell.CD8..effector.memory_XCELL","Class.switched.memory.B.cell_XCELL","Common.lymphoid.progenitor_XCELL","Common.myeloid.progenitor_XCELL","Myeloid.dendritic.cell_XCELL","Endothelial.cell_XCELL","Eosinophil_XCELL","Cancer.associated.fibroblast_XCELL","Granulocyte.monocyte.progenitor_XCELL","Hematopoietic.stem.cell_XCELL","Macrophage_XCELL","Macrophage.M1_XCELL","Macrophage.M2_XCELL","Mast.cell_XCELL","B.cell.memory_XCELL","Monocyte_XCELL","B.cell.naive_XCELL","Neutrophil_XCELL","NK.cell_XCELL","T.cell.NK_XCELL","Plasmacytoid.dendritic.cell_XCELL","B.cell.plasma_XCELL","T.cell.gamma.delta_XCELL","T.cell.CD4..Th1_XCELL","T.cell.CD4..Th2_XCELL","T.cell.regulatory..Tregs._XCELL","immune.score_XCELL","stroma.score_XCELL","microenvironment.score_XCELL","B.cell_EPIC","Cancer.associated.fibroblast_EPIC","T.cell.CD4._EPIC","T.cell.CD8._EPIC","Endothelial.cell_EPIC","Macrophage_EPIC","NK.cell_EPIC","uncharacterized.cell_EPIC","T.cell_MCPCOUNTER","T.cell.CD8._MCPCOUNTER","cytotoxicity.score_MCPCOUNTER","NK.cell_MCPCOUNTER","B.cell_MCPCOUNTER","Monocyte_MCPCOUNTER","Macrophage.Monocyte_MCPCOUNTER","Myeloid.dendritic.cell_MCPCOUNTER","Neutrophil_MCPCOUNTER","Endothelial.cell_MCPCOUNTER","Cancer.associated.fibroblast_MCPCOUNTER"
"TCGA.DD.AAVX.01A.11R.A41C.07",0.102937344346432,0.120784037128401,0.221328753598016,0.123023856595156,0.0429323726260319,0.510572860897063,0.0613330138030616,0,0.0107693736948911,0.0656501011111133,0,0.323256323464601,0,0,0,0,0.00990826482584456,0.044705057967227,0.079496033310439,0.0327854865588937,0.101449237151218,0.210120087968501,0,0.00230317165252229,0.0582238484916873,0,0,0,0.512756374112222,0,0.0900341376502886,0.54884809531657,0,2.70248810633667,0,0,0,0,0.0828350937091912,0.373743307337814,0.664602882999537,0.27409328466106,0.848136097879357,1.75664634353076,0,0.0192549798595815,0.486763124592561,0,0,0,0.0110461385229422,0.0335794199712931,0.0976703962876958,0,0.0591535567507175,0.0574008285528556,0,0,0,0,0.741149659914496,0.118949403362109,3.64272483012311e-18,0.00324041985590371,0.0011097379042068,0,0.00156065164748257,0.00164928573151415,7.85256257984907e-05,0.0103375059613251,0.025242328043556,1.64124762685995e-19,0,0.0114013352595628,0,0.00216204941476797,0.0956828453476974,0,0.0144946690921648,1.54279282379997e-18,0.153040500106064,0.0235919530050607,0.0148354450365067,0.0340896855744904,0.00315908674168855,0,0.00305794841886728,4.00910957637567e-18,0,0,3.25903525252611e-19,0.0211913696399095,0.00750779684898855,0,0.0162474663836226,0.00548755573006198,0.0134329829646898,0.0282056956944731,0.0668622980414767,0.0950679937359498,0.0234903871310235,0.00972116193744123,0.174776996003609,0.093022409912016,0.131916411543269,0.00899869245916222,7.23441505541442e-11,0.558073940941135,5.38029432972186,5.79383344484188,4.91033563332279,3.06528475050269,4.56042237342147,8.89120602278213,8.89120602278213,5.05517648746381,7.5222996106067,8.79018535697305,10.7202626558377
"TCGA.EP.A3JL.01A.11R.A213.07",0.101866342901531,0.121722490407146,0.2197778713614,0.123852522857771,0.0460155837764995,0.516682464016218,0.0374349087801678,0,0.00658705493635614,0.128842186669218,0,0.188711305657149,0,0.0139385538949,0.081537679264626,0,0.0209604948580941,0.038498951038223,0.0640140399274589,0.0143445067046166,0.166780302383148,0.174755714613532,0.00743801264093188,0,0.0561562886315783,0,0,0,0.353313527524388,0,0.0621691274640924,1.21602239592403,0,1.78107171242215,0,0.131553135981058,0.769558842958881,0,0.197826750973502,0.36335603960412,0.604169396823522,0.135384549596934,1.57408522891318,1.64935777853057,0.0702005312573612,0,0.530007340090323,0,0,0,0.0115364636661882,0.0170785901196217,0.0351367622314071,0,0.0978683321540401,0.0330623378201658,0,0,0.00014755437860608,0.00366239770583945,0.801507561924132,0.272648674280133,0,7.18012937852836e-23,0.00310914551188673,1.38256782661489e-18,1.22180149179702e-18,0,0.00059682575761937,2.00483982829972e-19,0.0112449740091853,1.98408904784388e-19,0,0.0318407216248685,0,0.00793925069205025,0.0904049381241753,1.06494615399257e-18,0.0283868701381045,7.71355597082602e-18,0.197275685965641,0.0651240442925598,0.0614735340731892,0.0305054784559137,5.47179949261384e-20,4.40910320518427e-18,0.0177851277232821,4.366435156202e-18,2.54484240052614e-19,0,0.0450218258543154,0.0052968468870995,0.0093875767312093,0,0.0401151483214546,0.022878185699221,5.18049381998851e-19,0.0605656151385948,0.0706483717488249,0.13121398688742,0.0261700731004755,0.011110700532637,0.178749642195567,0.0984739102978196,0.125647362581375,0.00930682594649805,8.78575046217439e-10,0.550541484467054,6.06064498120378,6.08908722454216,4.96658033239422,3.17373029032607,5.1472906111052,9.83281896926791,9.83281896926791,5.65003762391743,6.73012467905613,8.49240868311838,11.260433773854
"TCGA.DD.AACS.01A.11R.A41C.07",0.0972546942938035,0.11091349702846,0.204323142788477,0.118800734896835,0.0416142559956026,0.494464006627138,0,0,0.040185091826261,0.00166550768722427,0,0.201293614243448,0,0,0.0471598864114313,0,0.00674995045217387,0.072149606928764,0.0613305756628723,0.0113628874847769,0.113460369312909,0.309103098908089,0,0.034958485156722,0.0798271640588271,0,0,0.0207537618665014,0,0,0.139849262034514,0.00579617988626594,0,0.700527537075571,0,0,0.164122439754142,0,0.023490691363536,0.251089865084594,0.213438251769765,0.0395443025537344,0.394856604712408,1.07571834006929,0,0.121660001976583,0.277808746392848,0,0,0.0722257471506769,0.0113718471941686,0.00722996126047944,0.0249427431439223,0,0.157383919851748,0.014987295998634,0,0,0,0,0.784084232551047,0,0,0,0,0,2.69764242203298e-18,3.21432410903028e-18,0,6.65776195003942e-19,0,0,0.00960736693206568,0.00243728570430436,2.46699245222223e-19,1.19573289205137e-19,0.0200027444837618,1.62376679975024e-19,3.2305573242948e-18,0,0.0877206543551675,0,0,0.0111193531789267,0,0,3.30130575463429e-18,4.11297214363651e-18,0.00039852488470894,2.20898129112219e-17,0.0420004630296475,0.00191606125983377,0.0201592718846129,4.8693132229758e-18,5.2881662777793e-19,0.0766406163600591,9.61707142696462e-19,0.00026568325647264,0.010574475813309,0.0108401590697816,0.0119579272788985,0.00853390686776398,0.148962944883786,0.0600546095283094,0.113447072883457,0.00837822348927132,1.46188912736836e-10,0.648665314922325,3.55487394708337,2.3455702827717,3.49307074803074,1.76690977171344,2.40444930280913,7.96605902065763,7.96605902065763,3.55998721650926,7.22501625339512,7.8904776604259,9.62935558802077
"TCGA.DD.AADF.01A.11R.A41C.07",0.111721360145188,0.109024130330578,0.220117924452255,0.116111482941436,0.0423654360987594,0.49627041116056,0.0403857504865029,0,0.312966903764812,0.267251879081071,0,0,0.00480524408182417,0.0648594447132704,0.0822523012823765,0,0,0.0308440373348432,0.00999423799924136,0.0138125033002227,0.0737930995161966,0.0647860492618598,0,0,0.0337686087551556,0,0,0.00047994042262397,0.218970899179957,0,1.6969015928985,1.44903545346949,0,0,0.0260539572671272,0.351666881464145,0.445970674172368,0,0,0.167235881670888,0.0541886000618898,0.0748911740190817,0.400105016241753,0.351268932489631,0,0,0.183092861568682,0,0,0.00260222936626875,0.0127169376960251,0.00666460302359955,0.0178410127821393,0,0.0871330663157473,0.0258524541105447,0,0.00320493497525799,0.00141016833616487,0,0.845176822760521,0.0447153028354278,0.0245066028994112,0,1.6736396404105e-18,0,0,0,0.0115506922872283,0.0181605760590913,0.0218478685202525,3.01208691373633e-18,0.00274172408932881,0.0475584594748682,0,1.06874478703443e-20,0.0169253399051253,2.15805466161381e-19,0,0,0.0127564834476471,0.00888372739215572,0,0.0124304127010397,0.00503466658054527,0.00029241423031291,1.03125841732912e-18,0,0,0,0.0517875782392646,0.00070193158923681,0.0616828721220804,0,0.108418368861536,0.0320646597515651,0.00309428886449542,0.037723715287469,0.0130367362785127,0.0507604515659817,0.0349769121456539,0.00732894561020706,0.122674543660284,0.104286403558886,0.10740893782032,0.00806241547642411,4.18034980517643e-10,0.615261841310191,5.02962024169154,8.07357862061193,4.14094898830154,2.46254652481468,5.60575761118807,7.70720405558216,7.70720405558216,3.00908711298425,6.46803537099695,7.10531780716582,8.70945359690988
"TCGA.BC.A3KG.01A.11R.A213.07",0.0992765850958226,0.114315942065035,0.203490128376313,0.121119162924699,0.0401573333749579,0.493730951580633,0,0.00314503280975677,0.0249573343641081,0.0770343773398394,0,0.344108504119026,0,0.0505044602870756,0.0302719756775865,0,0.0136097008585133,0.023553799898187,0.0397701082349919,0.0710653802366861,0.161462273679686,0.141592157079223,0,0,0.0116727966374892,0,0,0.00725209877783058,0,0.00968558512157387,0.0768597343853605,0.237238548576592,0,1.05973209480127,0,0.155535817499929,0.0932269438696741,0,0.0419130495985134,0.0725373462377494,0.122477821983043,0.218856155441084,0.497246512276737,0.43605360353749,0,0,0.0359480718574653,0,0,0.0223338910185081,0.00351036538987851,0,0.00607956588682118,0,0.419086817969752,0.00635804214264895,0,0,0,0,0.5649652086109,3.57800844440103e-18,0.00589764238230304,0.011738529392176,4.75667170889556e-19,0,4.88712794059564e-18,0,1.30004083480415e-21,0.00468652579029733,1.84932243697035e-19,3.64096707857243e-18,4.61104232892516e-19,0.0305540986651819,0.0064100826149943,2.49636649646606e-19,0.0111316199083612,0,0,0,0.0102482420338098,1.5834102541244e-18,1.90427866075389e-18,8.08560848075803e-19,0.00474670918782236,2.43148379002747e-18,2.27975644062942e-19,2.24951302710173e-18,0.00075803018630506,7.80772151472501e-18,0.0317563084037433,0,0.0420594854479811,0.00110370914035843,0.0578558256608812,0.0912749242184639,0.00503514499703524,0.0107259383644852,0.0113089535971148,0.0220348919616,0.0127920607101761,0.00814427215586974,0.141788380392627,0.0731569298695086,0.102802580604019,0.00834018807970538,7.89662024899525e-10,0.652975587398432,4.37635741413876,4.0352555942068,2.63092069998871,1.27814804120634,2.2469739298661,7.28055515278846,7.28055515278846,3.56393352267146,6.67618559098371,7.39021911286032,8.5845410797013
"TCGA.DD.AACB.01A.11R.A41C.07",0.114202981761512,0.115455728587763,0.226302087816796,0.122705480242458,0.044629193142018,0.511900776322115,0.100991494229726,0,0.113558069568732,0.303559517896614,0,0.0241041377595527,0.00969712748932381,0.0288063135937976,0.0967878920068454,0,0.0244540564973973,0.0260993841630401,0.0595816168264115,0.00789739423384175,0.0572259292937068,0.141723742682493,0,0,0.00551332375851833,0,0,0,1.03042141562885,0,1.15863883085958,3.09723339123118,0,0.245935758671053,0.0989402910739519,0.293912300820602,0.987531845707358,0,0.249505997570428,0.266293360460103,0.607914304308367,0.0805775200008778,0.583879103118975,1.4460146438761,0,0,0.056252726186523,0,0,0,0.0133186914415404,0.00189366438511806,0.0362022865857127,0,0.102236058847238,0.032717406676621,0,0.0202888740623124,0,0,0.793343018001457,0.148811803449754,0.0476412881605742,0.00807403648372037,0.00925232744640651,5.99165316610161e-19,3.25319215385327e-18,0,0.0198924223151554,0.0700839742632098,0.0633465657441954,0.022708105409986,0.0153077816023318,0.0281072242138642,4.50758023484514e-19,0.00206399104307995,0.0335019790799233,0,0,8.67011209914035e-19,0.0540999963456786,0.0201844240234381,0.0152183151840135,0.010002433296392,0.011548177182014,0.00083656676553167,0.0382827172205789,1.85536510107224e-20,0,0,2.63554299702503e-20,0.0196155666281916,0.0326122879711469,0,0.123264757624308,0.0950351359584917,0,0.12653638126193,0.0226953097314912,0.149231690993421,0.0397878483856397,0.00964786350990847,0.152192775771655,0.123539199999337,0.112521897758819,0.00922220405527679,7.53256597227481e-10,0.553088209766107,6.14101825603217,9.18240980019444,5.98253947075,2.98432997009011,7.44185753016972,9.21564276288918,9.21564276288918,4.74822557260059,6.38439265782117,7.27893119050358,9.14179770037535
"TCGA.DD.AACY.01A.11R.A41C.07",0.100800462939139,0.116505561327694,0.216915418328524,0.121889814993573,0.0422780276800783,0.502735770328779,0.043293278813238,0,0.00669867857000765,0.172863879961538,0,0.294737195952111,0,0,0.0291848646324113,0,0,0.0649671571280441,0.0129586486382957,0.0644781300257347,0.0472783042796533,0.263539861998966,0,0,0,0,0,0,0.275345949198593,0,0.0426037033875809,1.09941705536998,0,1.87453330420312,0,0,0.185616208213515,0,0,0.41319216369183,0.0824172136519154,0.410081943459953,0.300690775224918,1.67611775875897,0,0,0,0,0,0,0.012202512109186,0.0192194994707038,0.0274423592289886,0,0.129487254106227,0.0360025499514173,0,0,0,0,0.775645825133477,0.0347281565059322,0,0,0,1.0830518127263e-18,0.00299166128212008,0.00044739855776611,0.00238356627437762,1.23510355666342e-19,0.00542421028994045,6.81897382568308e-18,0,0.0528860754990296,0,3.97100076229655e-21,0.0664833999447241,0,5.41230308028256e-18,0,0.12831715450466,0.00930486697057842,0.0100873253012891,0.0289723156108986,0.00477349694254214,8.22149793449768e-18,8.93043483816595e-18,1.47002900527348e-18,0,0,0.0228566750861252,0.0033378326186378,0.0286900019275388,4.4224907808147e-18,0.00808531838997803,0.0079901266416025,0.018888107974285,0.00938557594208038,0.0358901188669872,0.0452756948090676,0.0176899486571558,0.00931584730771583,0.166114928676843,0.0829982594009467,0.125067755132259,0.00840643333932176,5.32053514782217e-10,0.590406826953704,5.1756796995859,4.76151093853263,4.15629425262066,1.49424060775884,3.03187818193114,8.70872785380316,8.70872785380316,4.48686756361071,7.13294476854738,8.46406803173608,10.1130404679488
"TCGA.DD.A3A9.01A.11R.A266.07",0.10472295891823,0.123149069532921,0.214601944167454,0.118112787020192,0.0432721780970671,0.508667610736821,0.0440010032404115,0,0.00685474333826142,0.0591983871824898,0,0.362204009661993,0,0,0.0726318861272202,0,0.00111504373786174,0.00498706718251893,0.0481502421924324,0.0656052708977429,0.0668325110780262,0.148707271288166,0.0200841171566838,0,0.0996284469161925,0,0,0,0.30620348221004,0,0.0477022368868173,0.411962249984532,0,2.52058182453169,0,0,0.50544612199233,0,0.00775960205916822,0.0347050572678813,0.335078083288761,0.456547826658919,0.465088205037512,1.03485559294179,0.139765599818026,0,0.693315495699844,0,0,0,0.0131190299048589,0.0104442925612062,0.024162418768438,0,0.129506571153186,0.0263083144763663,0,0,0.00280361937148473,0.00220923873935026,0.791446515025109,0.0766469625890236,0,1.93635935965795e-18,7.61885461097165e-21,2.66399731924562e-18,0.00027278535433431,0.0367261622646787,0.00577275675989318,0.00951332973418386,0,0,0,0.0232790366308701,0,0.00621615280210837,0.200951736048007,0,0.119468759183414,1.51525836846357e-18,0.231451211408513,0.00788059805293616,0.010092025707701,0.00662894093225525,0.0021626950351269,8.83453516842069e-19,3.56685096113893e-18,0,0,5.68059741007711e-18,0.0527701808194021,0,0.0118603008109667,1.13275623863169e-18,0.081886496117158,0.024635949687244,0,0.0171818504162369,0.180186930297316,0.197368780713553,0.0248694431762418,0.0122117062306123,0.173082379039095,0.0931328603093533,0.134636897646826,0.00841984137227173,1.20557221267801e-10,0.553646872105043,5.53728398087781,6.50272205367715,4.25879154615769,1.09752927479134,4.30864382888117,7.59288865296727,7.59288865296727,6.76628856894393,6.28387375505066,8.99012646528925,12.0853978483553
"TCGA.BC.A69I.01A.11R.A311.07",0.0943441287026577,0.115400338063077,0.214114533513988,0.123716530114073,0.044569328515562,0.504130075372556,0.0291595398117202,0,0.0100686887533665,0,0,0.195087410139158,0,0,0.0151553035297401,0,0.0624980755110045,0.0649294639012376,0.183962169245445,0.0269544881048006,0.0568440617597874,0.239007999796171,0.00304593866528662,0,0.113286860782283,0,0,0,0.181567948044646,0,0.0626947876493636,0,0,1.21475239242541,0,0,0.0943676540047,0,0.389157284392788,0.404296830618986,1.1454787628134,0.167837734318954,0.353951390141601,1.4882330917926,0.0189661715135728,0,0.705404234273653,0,0,0,0.0109263534608451,0.0306991428554159,0.051181624620437,0,0.143565191070686,0.0459147104733856,0,0,0,0,0.717712977519231,0.0342499063871159,0,4.25219563701319e-19,0,7.4637701306053e-18,0.00310233882349309,0.00794792463462084,0.0124454244879995,3.30246120337937e-20,4.49768719167024e-20,0,0,0.00811957088760162,0,3.22174287189999e-19,0.177288389408237,3.64718193948557e-19,0.0488513236558953,0,0.15796105993342,0.0244553825301738,0.00606516889105569,0.0567600639398161,0.00285683464411529,0,0.00155585640361875,0,0.00046873527274413,0,0.0101922122394617,0.0129431490335396,0.00609826281803664,0,0.0703730065314666,7.20155995139576e-18,1.31241324559146e-18,0.0195578725671013,0.185339790768201,0.204897663335302,0.0179369681716164,0.0104385041930683,0.159029063198652,0.0961937669282251,0.138923204973232,0.00928942410625224,5.52105523595405e-09,0.568189062907899,4.47484954079504,6.29070629478976,4.3614333209947,2.67431953276269,2.7112582058855,8.4830034680099,8.4830034680099,4.39024990112791,7.44799506009891,9.26140425091269,10.9974980195582
"TCGA.DD.AADA.01A.11R.A41C.07",0.111320597418521,0.125716938832915,0.219531591757035,0.118677648844846,0.0421125996786272,0.505189132964041,0.143170964373548,0,0.0202341887995688,0.0912688682493472,0,0.443767359404918,0,0,0.0381613616224922,0,0,0.0203285750808657,0.0326049995994575,0.061683394250843,0.0347356909202933,0.023611366970323,0,0.00147174665682158,0.0889614840715214,0,0,0,1.43217279323802,0,0.20240734438566,0.912983931820817,0,4.43910915490225,0,0,0.381737065946232,0,0,0.203351512532601,0.326155471217228,0.617033484597757,0.34746927708451,0.236190051062498,0,0.0147222275805827,0.889902625792816,0,0,0,0.0116025739390886,0.00187174930047021,0.0243992476473335,0,0.168267740046916,0.0196100514717267,0,0,0.0017170238453691,0,0.772531613749096,0.104209399130114,2.16032502987469e-18,5.18631185444576e-19,0.00065528712611401,3.85596088410815e-18,0.0329460381552562,0.00808680437753734,0.0132049970906099,0.0458468145450336,0.0220826675192587,8.82466483741785e-19,0.00665218036252845,0.0419610474257468,0,0.00149518893410235,0.13331946412337,5.1355539208472e-18,0.0445982225017388,0.00530232997692817,0.337970160110767,0.0136575112927427,0.0138625025237452,0.0207771801797705,0.016526341715577,0,8.57931866976844e-18,7.8273269202003e-19,1.41784629107046e-18,0,0.0437134299745882,0.00016712395058905,0.0409916884093271,5.01431969449627e-19,0.0183705626956864,0.00176176799031607,0.00938139064186237,0.0516839043249704,0.105207209196528,0.156891113521498,0.0395519228807381,0.0109129574419481,0.17925137140542,0.100912914295161,0.13189826360187,0.00849601693745652,2.92285088075107e-10,0.52897655314512,6.11352779957519,6.43995067688595,4.98248581907495,2.95884387532571,7.47521732339697,8.35476945129658,8.35476945129658,5.85601119654714,6.88762166036514,9.0488038719987,11.3704966499283
"TCGA.BC.A217.01A.11R.A155.07",0.104018306704297,0.116732031395527,0.213354497609789,0.116017326764289,0.0423526353366416,0.505272406331402,0.0617188572461124,0,0.0500243758500412,0.0749657661844061,0,0.312907769528247,0,0.00656682962048733,0.0929939249570801,0,0.0172534290395863,0.0198498931872113,0.0211850027313934,0.00068941427270623,0.0659692545520032,0.251388952489604,0,0,0.0244865303411208,0,0,0,0.364784412848373,0,0.295665107663882,0.443079217948895,0,1.84941656531149,0,0.0388127258713245,0.549633221150913,0,0.10197502453309,0.117321220036943,0.125212279153942,0.00407472840392347,0.38990604916479,1.48581447425072,0,0,0.144725696355019,0,0,0,0.00758773697942316,0.0101661432748087,0.022700392586717,0,0.0544248888007877,0.0135463789559017,0,0.00015214660562062,0.00801089328220337,0,0.883411419514538,0.0913665795526228,0.0146518896578637,0,2.04120131562132e-20,2.73634987103641e-18,3.92910625628637e-19,0.0178608274647577,0.0100223494611768,0.00751709938197468,0,1.95338729327202e-19,0.0138468921837676,0.0732148796846716,0,0.00724509197528026,0,0,0,6.78661271393229e-18,8.77883119306221e-19,0.0113666733233862,8.27320772550116e-19,0.00626741555490556,0.00472966413997968,7.78496790873172e-21,0,4.52808864140281e-19,0,0,0.0955088818408896,2.14319938749146e-18,0.0250944140497748,0,0.126886723268501,0.0207926841865217,0,0.0303402789856563,0.0156341879686524,0.0459744669543087,0.023642620530746,0.00848511305136559,0.168733272809121,0.0833127287736308,0.0907500826273566,0.00916727682103784,1.70105659940695e-10,0.615908905216637,5.2970736365961,5.07588478829543,3.45286231130211,2.66997893872451,4.36736857472295,8.60527333283991,8.60527333283991,4.35117118214766,5.98737377122131,6.23397998079021,9.61555448674484
"TCGA.CC.A3MC.01A.11R.A22L.07",0.103459509584798,0.114864447133617,0.200163662453771,0.123009434275893,0.0424793861649117,0.503355014409346,0.0961499272259021,0,0.00474435441509507,0.0310918035234604,0,0.120900021607861,0,0,0.0992994004860604,0,0,0.040882194780811,0.022978979185713,0.217601506872423,0.079008867479694,0.257660755693109,0,0,0.0296821887298719,0,0,0,0.535710497684617,0,0.0264337221902556,0.173231597984801,0,0.673608525916597,0,0,0.553258154103323,0,0,0.227779901081066,0.128030054010758,1.21239209333634,0.440207090532696,1.43558685532697,0,0,0.165377765284098,0,0,0,0.00616408998342352,0.0153091246070623,0.0236509732023589,0,0.096124784898225,0.0264725463534609,0,0,0,0,0.832278480955469,0.00196869074819213,2.0132090920787e-18,0,0,7.19444168324022e-18,0,0,0,0,4.50354040349924e-18,3.39292818212174e-19,0,0.0554085248070386,2.34685031169247e-18,1.24872485515437e-18,0.0548371057230927,0,0.0358200684046845,0,0.0753740158133416,0.0161360189620799,0.00338160207071389,0.0350229624617341,2.49800242823387e-19,1.9535638990645e-18,0,1.91522611271802e-18,0,4.15551977693333e-18,0.0344016878828869,0,0.0158353977872763,0,0.0340504761334303,0.0395149703753405,0,0.01075734597472,0.0760754716916906,0.0868328176664105,0.0202810317998777,0.0118082403982273,0.138059728041733,0.0674360456191684,0.115754335348969,0.00817758777074591,7.60178727483601e-09,0.638483023419492,4.52135338052622,3.34966243707356,2.77626212031612,0.973111524091691,5.05919779239691,8.60915736518712,8.60915736518712,4.23983804092783,6.59010161846309,8.33188984892422,11.4686487692296
"TCGA.RC.A7S9.01A.11R.A33R.07",0.111422460590762,0.118380495222823,0.211075564312106,0.11711326992732,0.039908394977449,0.504667032274469,0.0872244361814063,0,0.0459746679638492,0.0272760512239042,0,0.273769434419106,0,0.0249081537890665,0.0671128955143263,0,0.00835558052351236,0.0725515307528042,0.0567936221398228,0.012290552897649,0.100405581064217,0.18365865724704,0.0130965996054814,0,0.0265822366778142,0,0,0,0.608001342685575,0,0.320468220550132,0.19012878148967,0,1.90832054639947,0,0.173623259840567,0.46781306214881,0,0.0582429007239133,0.505723281717263,0.395882163631003,0.0856717795065743,0.699881028444901,1.28019985098894,0.0912903595981684,0,0.185292520069531,0,0,0,0.0132218523351476,0.00213028046805645,0.0166334662188033,0,0.097838069011794,0.0189536718478955,0,0,0.00118107842549516,0.00648124012424929,0.843560341568559,0.039666480745852,0.00922862716590105,0.00194353576757441,9.75003805998478e-19,0,0.00969385228430618,0.00521177851769582,0.00295334813153962,0.0119498341433326,0.0080248689460596,1.19129158308872e-18,5.44563006850658e-19,0.0638350869952218,1.43161228378545e-19,0.00059486288049521,0.0194231995184746,7.34846990159392e-19,6.1840244205909e-18,0.033615975238861,0,0.0100765361113882,0.00166887912467017,0.013972635858752,0.00195526313848519,0.011500400043103,0.00291403152401023,2.90589727598774e-18,0,0,0.0506230655276486,0.0103227867904347,0.0443096967586221,1.03745698968036e-17,0.132476743988245,0.0434955087545167,1.19401742280982e-18,0.0244794366424083,0.0264646273975881,0.0509440640399964,0.0319321866802001,0.00779283809175824,0.168192903112233,0.0862323158688359,0.107870491094219,0.00794168398956008,8.50435046397935e-11,0.590037581078151,5.2292262099853,5.38984108835052,4.15236750870805,2.30786497685132,5.77139854982771,8.43270561345888,8.43270561345888,5.59874122366666,6.35477230318636,7.17342769921593,8.6194597890809
